990001208920106381,AAN4369.0001.001,"Scollard, Clinton, 1860-1932.","Old & new world lyrics,",1888.,"F. A. Stokes & brother,","New York,",eng
990001209240106381,AAN4401.0001.001,"Thackeray, William Makepeace, 1811-1863.",Vanity fair. : A novel without a hero /,[185-?],"Harper & brothers,",New York :,eng
990001211650106381,AAN4645.0001.001,"Dickens, Charles, 1812-1870.",Bleak house /,[185-?],"T. B. Peterson,",Philadelphia :,eng
990001211650106381,AAN4645.0002.001,"Dickens, Charles, 1812-1870.",Bleak house /,[185-?],"T. B. Peterson,",Philadelphia :,eng
990001224140106381,AAN5914.0001.001,"Sumner, Samuel Barstow, 1830-1891.",Poems:,1877.,"The authors' publishing company,","New York,",eng
990001225310106381,AAN6033.0001.001,"Taylor, Bayard, 1825-1878.",Joseph and his friend : a story of Pennsylvania /,1870.,"G. P. Putnam & sons; [etc., etc.],",New York :,eng
990001225440106381,AAN6048.0001.001,"Taylor, Benjamin F. (Benjamin Franklin), 1819-1887.","January & June : being out-door thinkings, & fire-side musings /",1854.,S. Hueston;,New York :,eng
990001227620106381,AAN6266.0001.001,"Tilton, Theodore, 1835-1907.","Sanctum sanctorum : or, Proof-sheets from an editor's table /",1870.,"Sheldon & company,",New York :,eng
990001228100106381,AAN6316.0001.001,"Collins, Wilkie, 1824-1889.",The law and the lady. : A novel /,1875.,"Harper & brothers,",New York :,eng
990001234680106381,AAN6980.0001.001,"Dodge, Mary Mapes, 1830-1905.","Along the way,",1879.,"C. Scribner's sons,","New-York,",eng
990001234730106381,AAN6985.0001.001,"Douglas, Amanda M., 1831-1916.","Sydnie Adriance : or, Trying the world /",1869.,"Lee and Shepard,",Boston :,eng
990001235900106381,AAN7102.0001.001,"Stedman, Edmund Clarence, 1833-1908.","The Prince's ball. A brochure. From ""Vanity fair.""/",1860.,"Rudd & Carleton,","New York,",eng
990001237240106381,AAN7237.0001.001,"Story, William Wetmore, 1819-1895.","Nature and art a poem delivered before the Phi beta kappa society of Harvard university; August 29, 1844./",1844.,"C. C. Little and J. Brown,","Boston,",eng
990001239500106381,AAN7467.0001.001,"Story, William Wetmore, 1819-1895.",A Roman lawyer in Jerusalem. First century./,[1870],Loring,"Boston,",eng
990001242150106381,AAN7736.0001.001,"Cooper, James Fenimore, 1789-1851.",Afloat and ashore : a sea tale /,1864.,"J. G. Gregory,",New York :,eng
990001242290106381,AAN7750.0001.001,"Cooper, James Fenimore, 1789-1851.","The crater : or, Vulcan's peak. A tale of the Pacific /",1863.,"J. G. Gregory,",New York :,eng
990001243030106381,AAN7825.0001.001,"Cooper, James Fenimore, 1789-1851.",The Monikins /,1855.,"Stringer & Townsend,",New York :,eng
990001243920106381,AAN7915.0001.001,"Cooper, James Fenimore, 1789-1851.","The oak-openings : or, The bee-hunter /",1854.,"Stringer and Townsend,",New York :,eng
990035323140106381,AAN8033.0001.001,"Lester, C. Edwards (Charles Edwards), 1815-1890.","The life and voyages of Americus Vespucius, with illustrations concerning the navigator, and the discovery of the New world ...",1854.,"H. Mansfield,","New Haven,",eng
990001256300106381,AAN9167.0001.001,"Davies, Charles, 1798-1876.","Mathematics: inaugural address ... on the nature, language and uses of mathematical science.",1858.,"[publisher not identified],","New York,",eng
990001532450106381,AAR7303.0001.001,"De Peyster, J. Watts (John Watts), 1821-1907.",Proofs considered of the early settlement of Acadie by the Dutch : being an appendix to the Dutch in Maine.,1858],,"[New York,",eng
990001534980106381,AAR7558.0001.001,"Jaffrey, N. H.","Proceedings of the centennial celebration of the one hundredth anniversary of the incorporation of the town of Jaffrey, N. H., August 20, 1873 ...",1873.,"F. W. Ward & co.,",Winchendon [Mass.] :,eng
990001538120106381,AAR7877.0001.001,"Sheppard, J. H. (John Hannibal), 1789-1873.","A brief history of the New England Historic-Genealogical Society : read at the monthly meeting, May 7, 1862 /",1862.,"J. Munsell,",Albany :,eng
990001544360106381,AAR8511.0001.001,"White, Pliny Holton, 1822-1869.","A history of Coventry, Orleans county, Vermont ...",1859.,"A. A. Earle,",Irasburgh :,eng
990001556220106381,AAR9713.0001.001,"Greville, Charles, 1794-1865.",The Greville memoirs. : A journal of the reigns of King George IV. and King William IV. /,1875.,"D. Appleton and company,",New York :,eng
990001561260106381,AAS0219.0001.001,"Headley, J. T., 1813-1897.","The Adirondack : or, Life in the woods /",1869.,"C. Scribner,",New York :,eng
990001562900106381,AAS0384.0001.001,"Aspinwall, Thomas, 1786-1876.","Remarks on the Narraganset patent. : Read before the Massachusetts historical society, June, 1862 /",1865.,"S.S. Rider & brother,",Providence :,eng
990001572220106381,AAS1329.0001.001,"Miller, Joaquin, 1837-1913.",Shadows of Shasta.,1881.,"Jansen, McClurg & company,","Chicago,",eng
990001572300106381,AAS1337.0002.001,"Mitchell, Donald Grant, 1822-1908.",Fudge doings : being Tony Fudge's record of the same... /,1855.,"C. Scribner,",New York :,eng
990001580410106381,AAS2151.0001.001,New York (N.Y.). Board of Education.,A manual of discipline and instruction for the use of the teachers of the primary and grammar schools under the charge of the Department of public instruction of the city of New York.,1873.,"Evening post steam presses,","New York,",eng
990001585830106381,AAS2702.0001.001,"Lowell, Anna C. (Anna Cabot), 1811-1874.",Gleanings from the poets : for home and school /,[c1850],"W. I. Pooley,",New-York :,eng
990001590320106381,AAS3155.0001.001,"Thomas, Jane (Hamilton), Mrs.","Drifted snow flakes : or, Poetical gatherings from many authors.",[1864],"Protestant Episcopal book society,",Philadelphia :,eng
990001593800106381,AAS3506.0001.001,"Pell, Robert Conger, 1835-1868.",The companion. : After-dinner table-talk /,1850.,"G. P. Putnam,",New York :,eng
990001608630106381,AAS5002.0001.001,"Weld, H. Hastings (Horatio Hastings), 1811-1888.",Pearls of sacred poetry /,[c1869],"Allen brothers,",New York :,eng
990001612280106381,AAS5368.0001.001,"Riley, James Whitcomb, 1849-1916.","Poems here at home,",1893.,"The Century co.,","New York,",eng
990001676240106381,AAT1852.0001.001,"Wilcox, Andrew Jackson, 1835-1870.",The powers of the federal government over slavery!,1862.,,"Baltimore,",eng
990001680290106381,AAT2261.0001.001,"[Wilcox, Orlando Bolivar], 1823-1907.",Shoepac recollections : a way-side glimpse of American life /,1856.,"Bunce & brother,",New York :,eng
990001681080106381,AAT2340.0001.001,"Cooper, James Fenimore, 1789-1851.",The pilot : a tale of the sea. /,1862.,"J. G. Gregory,",New York :,eng
990001682900106381,AAT2528.0001.001,"Whittier, John Greenleaf, 1807-1892.","Snow-bound, the tent on the beach. Favorite poems/",[1891],"Houghton, Mifflin & co.","Boston,",eng
990001945930106381,AAV9360.0001.001,"Gibbons, Charles, 1814-1885.",The charges against the collector and surveyor of the port of Philadelphia /,1851?],,"[Philadelphia?,",eng
990001947340106381,AAV9503.0001.001,John Penington & Son.,"Broad street, Penn square and the park",1871.,"J. Penington & son,","Philadelphia,",eng
990001947540106381,AAV9523.0001.001,Carpenters' Company of the City and County of Philadelphia.,"Carpenters' hall, (Chestnut street, bet. 3rd and 4th,) and its historic memories.",1876.,"The Company,",[Philadelphia] :,eng
990001952130106381,AAV9985.0001.001,"Wyeth, S. D. (Samuel Douglas)",Roose's companion and guide to Washington and vicinity ..,1876.,"Gibson brothers, printers,","[Washington, D.C.]",eng
990001952510106381,AAW0023.0001.001,,"An essay on grades, drainage, and extension of the public grounds in the city of Washington as a system of general improvement",1858.,"H. Polkinhorn, printer,","Washington,",eng
990001958870106381,AAW0666.0004.001,Essex Institute.,Proceedings of the Essex institute.,1856-70.,,"Salem, Mass.,",eng
990001967920106381,AAW1577.0001.001,Philadelphia (Pa.). Relief Committee to Collect Funds for the Sufferers by Yellow Fever.,"Report of the Philadelphia relief committee, appointed to collect funds for the sufferers by yellow fever, at Norfolk & Portsmouth, Va., 1855.",1856.,"Inquirer printing office,","Philadelphia,",eng
990001968220106381,AAW1607.0001.001,West Virginia. State Board of Centennial Managers.,"Resources of West Virginia,",1876.,"The Register Company,","Wheeling,",eng
990001970600106381,AAW1845.0001.001,"Boyd, Mark, 1805?-1879.",Reminiscences of fifty years /,1871.,"D. Appleton and company,",New York :,eng
990001994190106381,AAW4226.0001.001,Chicago Relief and Aid Society.,Report of the Chicago relief and aid society to the Common council of the city of Chicago,1872.,"Horton & Leonard, printer,","Chicago,",eng
990001994380106381,AAW4245.0001.001,"Redmond, Pat H.","History of Quincy and its men of mark : or, Facts and figures exhibiting its advantages and resources, manufactures and commerce /",1869.,"Heirs & Russell, printers,",Quincy [Ill.] :,eng
990001999820106381,AAW4795.0009.001,"Scott, Walter, 1771-1832.","The poetical works of Sir Walter Scott,",1857.,"Little, Brown & co.; Shepard, Clark and Brown;","Boston,",eng
990002010650106381,AAW5886.0001.001,"Mussehl, W.","Verzeichniss und Erklärung amerikanischer historischer, geographischer und politischer Bei-, Spitz- und Spott-namen. (Surnames and nicknames) /",1869.,"H. D. Gerdts,","Hoboken, N.J. :",eng
990002011020106381,AAW5923.0001.001,"Conway, Moncure Daniel, 1832-1907.",Tracts for to-day /,1858.,"Truman & Spofford,",Cincinnati :,eng
990002013380106381,AAW6160.0001.001,"Reed, Henry, 1808-1854.",Lectures on English literature : from Chaucer to Tennyson /,1855.,"Parry & McMillan,",Philadelphia :,eng
990002048440106381,AAW9699.0001.001,"Jay, William, 1789-1858.","Letter to Hon. William Nelson, M.C., on Mr. Webster's speech, from William Jay.",1850.,"W. Harned,",New York :,eng
990002054690106381,AAX0325.0001.001,"Loomis, Elias, 1811-1889.",A treatise on astronomy /,1868.,"Harper & brothers,",New York :,eng
990002060840106381,AAX0949.0001.001,"Preston, Margaret Junkin, 1820-1897.",Cartoons /,1875.,"Roberts bros.,",Boston :,eng
990002061910106381,AAX1059.0001.001,"Lowe, Martha Perry, 1829-1902.",Love in Spain : and other poems /,1867.,"W. V. Spencer,",Boston :,eng
990002065490106381,AAX1425.0001.001,"Hollister, G. H. (Gideon Hiram), 1817-1881.",Thomas à Becket : a tragedy; and other poems /,1866.,"W. V. Spencer,",Boston :,eng
990002075200106381,AAX2405.0001.001,"Rice, George Edward, 1822-1861.",Ephemera ...,1852.,"Ticknor, Reed, and Field,",Boston :,eng
990002082140106381,AAX3103.0001.001,"Whittier, John Greenleaf, 1807-1892.","At sundown,",1893.,"Houghton, Mifflin and company,","Boston,",eng
990002088610106381,AAX3757.0001.001,"Knowles, James Sheridan, 1784-1862.",The hunchback. : A play in five acts /,[ca.1870],S. French;,New York :,eng
990002343980106381,AAZ9854.0003.001,"Smith, William Rudolph, 1787-1868.","The history of Wisconsin. In three parts, historical, documentary, and descriptive./",1854.,"B. Brown,","Madison,",eng
990002345270106381,AAZ9986.0001.001,"Kelley, William D. (William Darrah), 1814-1890.",The new Northwest:,1871?],,"[Philadelphia?,",eng
990002346450106381,ABA0104.0001.001,"Keating, Geoffrey, 1570?-1644?",The history of Ireland : from the earliest period to the English invasion /,1866.,"J. B. Kirker,",New York :,eng
990002346500106381,ABA0109.0001.001,"Sheil, Richard Lalor, 1791-1851.",Sketches of the Irish bar /,1854.,"Redfield,",New York :,eng
990002351480106381,ABA0616.0001.001,"Dalling and Bulwer, Henry Lytton Bulwer, Baron, 1801-1872.","The life of Henry John Temple, viscount Palmerston : ... with selections from his diaries and correspondence /",1871.,"J. B. Lippincott & co.,",Philadelphia :,eng
990002351480106381,ABA0616.0002.001,"Dalling and Bulwer, Henry Lytton Bulwer, Baron, 1801-1872.","The life of Henry John Temple, viscount Palmerston : ... with selections from his diaries and correspondence /",1871.,"J. B. Lippincott & co.,",Philadelphia :,eng
990002353070106381,ABA0775.0001.001,,In perils by mine own countrymen. Three years on the Kansas border./,1856.,"Miller, Orton & Mulligan,","New York,",eng
990002353260106381,ABA0794.0001.001,"Walbridge, David Safford, 1802-1868.","Speech of Hon. D. S. Walbridge, of Michigan, in the House of representatives, March 30, 1858, on the action of the Select committee ordered to inquire into the facts connected with the formation of the Lecompton constitution of Kansas.",1858?],"Congressional globe office,","[Washington,",eng
990002358610106381,ABA1338.0001.001,"Ingersoll, Ernest, 1852-1946.","Knocking around the Rockies,",1883.,"Harper & brothers,","New York,",eng
990002360760106381,ABA1561.0001.001,"Thompson, Pishey, 1784-1862.","The history and antiquities of Boston : and the villages of Skirbeck, Fishtoft, Freiston, Butterwick, Benington, Leverton, Leake, and Wrangle; comprising the hundred of Skirbeck, in the county of Lincoln. Including also a history of the East, West, and Wildmore fens, and copious notices of the Holland or Haut-Huntre fen ... sketches of the geology, natural history, botany, and agriculture of the district; a very extensive collection of archaisms and provincial words, local dialect, phrases, proverbs, omens, superstitions, etc. /",1856.,,"Boston, J. Noble, jun.; [etc., etc.],",eng
990002362890106381,ABA1776.0001.001,"Sage, Rufus B., 1817-1893.","Rocky Mountain life or, Startling scenes and perilous adventures in the Far West during an expedition of three years .../",1859.,"Thayer & Eldridge,","Boston,",eng
990002393550106381,ABA4881.0001.001,"Ward, Austin N.","The husband in Utah or, Sights and scenes among the Mormons: with remarks on their moral and social economy./",1857.,Derby & Jackson;,"New York,",eng
990002395060106381,ABA5033.0001.001,"McClellan, R. Guy (Rolander Guy)","The golden state a history of the region west of the Rocky Mountains; embracing California, Oregon, Nevada, Utah, Arizona, Idaho, Washington Territory, British Columbia, and Alaska, from the earliest period to the present time ... with a history of Mormonism and the Mormons./",1872],W. Flint & company;,Philadelphia [etc.],eng
990002401220106381,ABA5657.0001.001,"Lowell, James Russell, 1819-1891.",A moosehead journal.,1877.,"J. R. Osgood & co.,","Boston,",eng
990002401290106381,ABA5664.0001.001,"Lowell, Robert, 1816-1891.",The poems of Robert Lowell ...,1864.,"E. P. Dutton and company,",Boston :,eng
990002402980106381,ABA5835.0001.001,"Allibone, S. Austin (Samuel Austin), 1816-1889.","Poetical quotations from Chaucer to Tennyson. : With copious indexes: authors, 550; subjects, 435; quotations, 13,600 /",1873.,"J. B. Lippincott & Co.,",Philadelphia :,eng
990002408640106381,ABA6411.0002.001,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873.",A strange story : & The haunted & the haunters /,1865.,"J. B. Lippincott & co.,",Phil. :,eng
990002424300106381,ABA7994.0001.001,"Adams, John Turvill, 1805-1882.",The knight of the golden melice : a historical romance /,1857.,Derby & Jackson;,New York :,eng
990002424420106381,ABA8006.0001.001,"Optic, Oliver, 1822-1897.","[The Boat club : or, The Bunkers of Rippleton. A tale for boys /",185-?],"Phillips, Sampson,",Boston :,eng
990002424450106381,ABA8009.0001.001,"Optic, Oliver, 1822-1897.","Watch and wait : or, The young fugitives. A story for young people /",1867.,"Lee and Shepard,",Boston :,eng
990002426450106381,ABA8211.0001.001,"Field, Eugene, 1850-1895.","Songs and other verse,",1896.,"C. Scribner's sons,","New York,",eng
990002426950106381,ABA8263.0001.001,"Aguilar, Grace, 1816-1847.","The vale of cedars : or, The martyr /",1851.,D. Appleton & company;,New York :,eng
990002426970106381,ABA8265.0001.001,"Aguilar, Grace, 1816-1847.","The vale of cedars : or, The martyr /",1870.,"D. Appleton and company,",New York :,eng
990002427280106381,ABA8296.0001.001,"Aldrich, Thomas Bailey, 1836-1907.",XXXVI lyrics and XII sonnets;,1882.,"Houghton, Mifflin and company,","Boston,",eng
990002440410106381,ABA9627.0001.001,"Reed, P. Fishe (Peter Fishe)",The voices of the wind : and other poems /,1868.,"E. B. Myers and Chandler,",Chicago :,eng
990002444800106381,ABB0070.0001.001,"Asaph, Ben, pseud.","The moriad : or, End of the Jewish state /",1857.,,"Nashville, Tenn.,",eng
990002458570106381,ABB1460.0001.001,"Shakespeare, William, 1564-1616.","The historical Shakspearian reader : comprising the ""histories"", or, ""chronicle plays"" of Shakspeare; carefully expurgated and rev., with introductory & explanatory notes ... /",1875.,"D. Appleton & co.,",New York :,eng
990002463690106381,ABB1978.0001.001,"Leland, Charles Godfrey, 1824-1903.","The music-lesson of Confucius, and other poems./",1872.,"J. R. Osgood and company,","Boston,",eng
990002465340106381,ABB2144.0001.001,"Hannibal, Julius Caesar, 1822-1857.","Black diamonds; or, Humor, satire, and sentiment,",1857.,A. Ranney;,"New York,",eng
990002466550106381,ABB2265.0001.001,"Milton, John, 1608-1674.",L'allegro and Il penseroso together with the Sonnets and Odes ...,[1875],"G. P. Putnam's sons,","New York,",eng
990002468520106381,ABB2463.0001.001,"Fern, Fanny, 1811-1872.",Ruth Hall : a domestic tale of the present time /,1855.,"Mason brothers,",New York :,eng
990002468550106381,ABB2466.0001.001,"Fern, Fanny, 1811-1872.",Rose Clark /,1856.,"Mason brothers,",New York :,eng
990002468780106381,ABB2489.0001.001,"Payn, James, 1830-1898.","Bred in the bone : or, Like father, like son. A novel /",1872.,"Harper & brothers,",New York :,eng
990002468830106381,ABB2494.0001.001,"Payne, A. R. Middletoun.","The Geral-Milco : or, The narrative of a residence in a Brazilian valley of the Sierra-Paricis /",1852.,"C. B. Norton,",New York :,eng
990002470740106381,ABB2686.0001.001,"Cooper, James Fenimore, 1789-1851.","Lionel Lincoln : or, The leaguer of Boston /",1871.,"Hurd & Houghton,",New York :,eng
990002474070106381,ABB3022.0001.001,United States. Congress. Joint Special Committee to Inquire into the Condition of the Indian Tribes.,Condition of the Indian tribes.,1867.,"Govt. print. off.,","Washington,",eng
990002478480106381,ABB3469.0001.001,"Parsons, Thomas William, 1819-1892.",The magnolia /,1866.,"J. Wilson and son,","Cambridge, Mass. :",eng
990002491000106381,ABB4738.0001.001,"Riley, James Whitcomb, 1849-1916.",Riley love-lyrics,[c1899],The Bowen-Merrill company,"Indianapolis, Ind.,",eng
990002495570106381,ABB5201.0001.001,"Eastman, Edwin.",Seven and nine years among the Camanches and Apaches. An autobiography.,1874.,"C. Johnson,","Jersey City, N. J.,",eng
990002768960106381,ABE3241.0001.001,"Mississippi River improvement convention (1877 : Saint Paul, Minn.)","A memorial to Congress to secure an adequate appropriation for a prompt and thorough improvement of the Mississippi River,",1877.,"J. J. Daly & co., printers,","St. Louis,",eng
990002779650106381,ABE4321.0001.001,"Edwards, M. A.",Philip in Palestine.,1865.,,"Philadelphia,",eng
990002789740106381,ABE5344.0001.001,United States. Department of State.,"Message from the President of the United States, communicating, in compliance with a resolution of the Senate, information in relation to the abductin of Rey, alias Garcia, from New Orleans /",1850],,"[Washington,",eng
990002797620106381,ABE6139.0001.001,"Beauvallet, Léon.",Rachel and the New World. A trip to the United States and Cuba./,1856.,"Dix, Edward & co.,","New York,",eng
990002798850106381,ABE6262.0001.001,"Duncan, Mary Grey Lundie.",America as I found it.,1852.,"R. Carter & brothers,","New York,",eng
990002798910106381,ABE6268.0001.001,"Foster, Lillian.","Way-side glimpses, north and south.",1860.,"Rudd & Carleton,","New York,",eng
990002806910106381,ABE7075.0001.001,"Longfellow, Henry Wadsworth, 1807-1882.","The building of the ship, and other poems,",[c1888],"Houghton, Mifflin and company","Boston,",eng
990002809660106381,ABE7351.0001.001,"Bishop, Levi, 1815-1881.",The poetical works of Levi Bishop.,1876.,"E. B. Smith & co.,",Detroit :,eng
990002814910106381,ABE7880.0001.001,"Brooks, Maria Gowen, 1794 or 1795-1845.","Zóphiël or, The bride of seven./",1879.,Lee and Shepard;,"Boston,",eng
990002815590106381,ABE7948.0001.001,"Burnham, Geo. P. (George Pickering), 1814-1902.",The history of the hen fever. : A humorous record /,1855],J. French and company;,Boston :,eng
990002817160106381,ABE8106.0001.001,"Brown, E. Lakin (Ebenezer Lakin), 1809-1899.","Poem delivered before the ""Ladies' library association, of Kalamazoo"" : at the quarter century celebration of the settlement of the village and county of Kalamazoo, Michigan, June 21st, 1854 /",1854.,,"New York,",eng
990002818080106381,ABE8198.0001.001,"Blackmore, R. D. (Richard Doddridge), 1825-1900.",Alice Lorraine. : A tale of the South Downs /,1875.,"Harper & brothers,",New York :,eng
990002834840106381,ABE9887.0001.001,"Cawein, Madison Julius, 1865-1914.","The garden of dreams,",1896.,"J. P. Morton & company,","Louisville,",eng
990002843290106381,ABF0740.0001.001,"Reade, Charles, 1814-1884.",A terrible temptation. : A story of to-day /,1871.,"J. R. Osgood and company,",Boston :,eng
990002845240106381,ABF0936.0001.001,"Child, Lydia Maria, 1802-1880.",Philothea : a Grecian romance /,1851.,C. S. Francis & co.;,New York :,eng
990002851210106381,ABF1540.0001.001,"Clark, Charles Heber, 1841-1915.",Elbow-room : a novel without a plot /,[c1876],"J.M. Stoddart & co.,",Philadelphia :,eng
990002861550106381,ABF2583.0001.001,"Cornwall, Susan Peyton, Mrs.","The Finland family : or, Fancies taken for facts. A tale of the past for the present /",1853.,"M. W. Dodd,",New York :,eng
990002863070106381,ABF2737.0002.001,"Cowper, William, 1731-1800.","The complete poetical works of William Cowper, esq. : including the hymns and translations from Madame Guion, Milton, etc., and Adam; a sacred drama; from the Italian of Gio. Battista Andreini, with a Memoir of the author /",1856.,"D. Appleton & company,",New York :,eng
990002863820106381,ABF2812.0001.001,"Criswell, Robert.","""Uncle Tom's cabin"" contrasted with Buckingham hall, the planter's home : or, A fair view of both sides of the slavery question /",1852.,"D. Fanshaw,",New York :,eng
990002877530106381,ABF4193.0001.001,"Fern, Fanny, 1811-1872.",Fern leaves from Fanny's port-folio. : 2d series. With original designs /,1854.,"Miller, Orton & Mulligan;","Auburn,",eng
990002904460106381,ABF6920.0001.001,"Chasles, Philarète, 1798-1873.",Anglo-American literature and manners:,1852.,"C. Scribner,","New York,",eng
990002904520106381,ABF6926.0001.001,"Cornwallis, Kinahan, 1839-1917.","Royalty in the New world or, The Prince of Wales in America./",1860.,"M. Doolady,","New York,",eng
990002904570106381,ABF6931.0001.001,"Dana, Charles A. (Charles Anderson), 1819-1897 ed.",The United States illustrated in views of city and country./,[1853?],H. J. Meyer,"New York,",eng
990002904570106381,ABF6931.0002.001,"Dana, Charles A. (Charles Anderson), 1819-1897 ed.",The United States illustrated in views of city and country./,[1853?],H. J. Meyer,"New York,",eng
990002905550106381,ABF7029.0001.001,"Mathews, George D.",The coinages of the world : ancient and modern /,1876.,"Scott & co.,",New York :,eng
990002911020106381,ABF7586.0001.001,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860.",Peter Parley's pictorial history of North and South America /,[c1858],"The Peter Parley publishing company, W. W. House,","Hartford, Ct. [etc.] :",eng
990002921390106381,ABF8635.0001.001,,"Home authors and home artists or, American scenery, art, and literature./",[1852],Leavitt and Allen,"New York,",eng
990003140830106381,ABJ1199.0001.001,"Lyman, Darius, 1821?-1892.","Leaven for doughfaces or, Threescore and ten parables touching slavery./",1856.,Bangs and company [etc.],"Cincinnati,",eng
990003143380106381,ABJ1455.0001.001,"Jones, N. W.",Indian bulletin for 1867[-1868] ...,1867-69.,"Printed by C. A. Alvord,","New York,",eng
990003144470106381,ABJ1564.0001.001,,Narrative of facts in the case of Passmore Williamson,1855.,"Pub. by the Pennsylvania anti-slavery society,","Philadelphia,",eng
990003174500106381,ABJ4596.0001.001,Boston (Mass.),"A memorial of Charles Sumner, from the city of Boston ...",1874.,"Printed by order of the City council,",Boston :,eng
990003178400106381,ABJ4987.0001.001,"Carnes, J. E.","Address, on the duty of the slave states in the present crisis,",1860.,"Printed at the ""News"" Book and Job Office,","Galveston,",eng
990003179170106381,ABJ5065.0001.001,"Lefranc, Émile.","La vérité sur l'esclavage et l'union aux États-Unis,",1861.,"Imprimerie franco-américaine,","Nouvelle-Orleans,",eng
990003179430106381,ABJ5091.0001.001,"Doy, John.","The narrative of John Doy, of Lawrence, Kansas ...",1860.,"T. Holman,","New York,",eng
990003183480106381,ABJ5499.0001.001,"Rice, N. L. (Nathan Lewis), 1807-1877.",Our country and the church.,1861.,"C. Scribner,",New York :,eng
990003184960106381,ABJ5656.0001.001,,The Washington despotism dissected in articles from the Metropolitan record.,1863.,"Office of the Metropolitan record,",New York :,eng
990003185890106381,ABJ5750.0001.001,"Wells, Cornelius L. (Cornelius Low), 1833-1904.","The sacrifice of continual praise. : A sermon preached in the Reformed Dutch Church, Flatbush, L.I., on Thanksgiving Day, nov. 24, 1864.",1864.,"R. Brinkerhoff,",New York :,eng
990035331250106381,ABJ5756.0001.001,American Union Commission.,"The American union commission its origin, operations and purposes.",1865.,"Sanford, Harroun & co., printers,","New York,",eng
990003187550106381,ABJ5918.0001.001,Brown University.,The laws of Brown university.,1851.,"Printed by A. C. Greene,",Providence :,eng
990003188750106381,ABJ6040.0001.001,"Henry, Guy Vernor, 1839-1899.",Military record of civilian appointments in the United States Army /,1873.,"D. Van Nostrand,",New York :,eng
990003198700106381,ABJ7056.0001.001,"Gordon, George H. (George Henry), 1823-1886.",History of the Second Mass. regiment of infantry : second paper /,1874.,"A. Mudge & Son,",Boston :,eng
990035331690106381,ABJ7370.0001.001,"Higginson, Thomas Wentworth, 1823-1911.",Harvard memorial biographies ...,1866.,"Sever and Francis,",Cambridge :,eng
